City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
338,Atar,MR,89.69,clear sky,20.5169,-13.0499,Oumou Elghoura
340,Phan Thiet,VN,73.85,clear sky,10.9333,108.1,Hotel Saigon-PT
341,Freeport,US,42.8,clear sky,40.6576,-73.5832,Best Western Mill River Manor
342,Plouzane,FR,46.4,broken clouds,48.3833,-4.6167,Citotel Hôtel de la Gare
343,Donna,US,80.6,overcast clouds,26.1703,-98.0519,DoubleTree Suites by Hilton Hotel McAllen
344,Raudeberg,NO,42.01,overcast clouds,61.9875,5.1352,Torget Hotell
345,Jardim,BR,93.42,broken clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
346,Kashary,RU,28.63,snow,49.04,41.0056,Гостиница N 1
347,Salalah,OM,78.8,clear sky,17.0151,54.0924,Hilton Salalah Resort
348,Falkenberg,SE,41.0,light rain,56.9055,12.4912,Falkenberg Strandbad
349,Piastow,PL,50.0,broken clouds,52.1843,20.8395,Hotel Premiere Classe Warszawa
350,Gorontalo,ID,75.16,broken clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
351,Maiduguri,NG,106.27,scattered clouds,11.8464,13.1603,Beach Guest Home
352,Kochi,IN,84.2,haze,9.9399,76.2602,Hotel Abad
353,Tadine,NC,74.97,clear sky,-21.55,167.8833,Hotel Nengone Village
354,Fengzhen,CN,41.81,clear sky,40.4394,113.1536,Feng Zhen Hotel
355,Jedrzejow,PL,51.01,overcast clouds,50.6394,20.3045,Hotel Cynamon
356,Vanimo,PG,77.92,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
357,Kawalu,ID,73.42,overcast clouds,-7.3817,108.2082,Hotel Santika Tasikmalaya
358,Mitu,CO,84.18,overcast clouds,1.1983,-70.1733,Hotel Brasilia Vaupés
359,Baton Rouge,US,75.0,broken clouds,30.4508,-91.1545,Hilton Baton Rouge Capitol Center
360,Sabathu,IN,59.11,scattered clouds,30.9719,76.9933,Dunn Perk Manor
362,Ketchikan,US,32.0,snow,55.3422,-131.6461,Sportsman's Cove Lodge
363,Clinton,US,39.2,few clouds,42.586999999999996,-82.9199,Detroit Marriott Troy
364,Bosaso,SO,78.1,scattered clouds,11.2842,49.1816,Red Sea Hotel
365,Zacualpan,MX,66.2,clear sky,21.25,-105.1667,Hotel Casa Chacala
366,Kadambur,IN,81.63,clear sky,8.9833,77.8667,Hotel Thamilachi -Hotels in NH Road Tirunelveli
367,Mana,GF,75.88,overcast clouds,5.6592,-53.7767,LE SAMANA
368,Naze,JP,57.72,broken clouds,28.3667,129.4833,Amami Resort Basyayamamura
369,Iracoubo,GF,78.55,overcast clouds,5.4802,-53.2011,Le Gite D Iracoubo
370,Milas,TR,59.0,clear sky,37.3164,27.7839,Milashan Hotel
371,Casambalangan,PH,74.77,overcast clouds,18.3765,122.1274,Nassim Hotel & Beach Resort
372,Nizhniy Kuranakh,RU,25.48,light snow,58.8353,125.4869,Park Pobedy
373,Acajutla,SV,84.2,clear sky,13.5928,-89.8275,Royal Decameron Salinitas
374,Jalu,LY,74.7,clear sky,29.0331,21.5482,صاحبة الفخامة
375,Zonguldak,TR,42.26,overcast clouds,41.25,31.8333,Otel Kıyıcı
377,Ulagan,RU,-6.99,broken clouds,50.6321,87.9563,Gostevoy Dom
378,Norman Wells,CA,-14.8,few clouds,65.282,-126.8329,Heritage Hotel
379,Boke,GN,101.1,overcast clouds,10.9409,-14.2967,Hôtel Rio Nunez - Boké
381,Luanda,AO,84.2,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
382,Coahuayana,MX,80.6,clear sky,18.7333,-103.6833,Hotel Hacienda Trinidad
383,Tonantins,BR,83.57,overcast clouds,-2.8731,-67.8022,Hotel Rei Davi
384,Kununurra,AU,78.8,broken clouds,-15.7667,128.7333,Hotel Kununurra
385,Aldan,RU,21.49,snow,58.6031,125.3894,Aldan Guest House
386,Hami,CN,57.2,scattered clouds,42.8,93.45,Post And Telecommunication Hotel
387,Alugan,PH,77.76,overcast clouds,12.2188,125.4808,Kirum-Kirum Resort and Hotel
388,Vestmanna,FO,41.0,broken clouds,62.1564,-7.1664,Hotel Vagar
389,Barcelos,PT,59.0,few clouds,41.5388,-8.6151,Basic Braga by Axis
390,Poso,ID,81.0,broken clouds,-1.3959,120.7524,Hotel 77 Poso
391,Sabang,ID,82.92,overcast clouds,5.8933,95.3214,Gapang Beach Resort
392,Roald,NO,44.6,clear sky,62.5833,6.1333,Quality Hotel Waterfront
393,Saint George,US,34.0,light snow,37.1041,-113.5841,Best Western Plus Abbey Inn
394,Flin Flon,CA,26.6,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
395,Dingle,PH,73.87,moderate rain,10.9995,122.6711,Garden Pavillion
396,Alyangula,AU,77.0,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
397,Iseyin,NG,91.29,overcast clouds,7.9667,3.6,"NYSC Permanent Orientation Camp, Iseyin, Oyo State"
398,Mamallapuram,IN,80.6,clear sky,12.6264,80.1722,Ideal Beach Resort
399,Palora,EC,73.4,broken clouds,-1.7,-77.9333,Suites Ejecutivas las Garzas
400,Demyansk,RU,33.48,overcast clouds,57.643,32.466,Country house on Pleshcheevo 7
401,Torbay,CA,45.0,few clouds,47.6666,-52.7314,Ramada by Wyndham St. John's
402,Campbell River,CA,42.01,fog,50.0163,-125.2446,Ramada by Wyndham Campbell River
403,Malinovoye Ozero,RU,-3.57,scattered clouds,51.6753,79.7825,"Kemping ""Malinovoye Ozero"""
404,Curup,ID,67.42,overcast clouds,-3.4667,102.5333,Ayi The Costel
405,Dolores,AR,85.68,scattered clouds,-36.3132,-57.6792,Apart Hotel - Arianos
406,Chapleau,CA,24.8,overcast clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
407,Le Port,RE,78.8,overcast clouds,-20.9373,55.2919,Boucan Canot
408,Bojnurd,IR,21.2,snow,37.4747,57.32899999999999,Homag Commercial & Social Complex
409,Sao Paulo De Olivenca,BR,85.5,overcast clouds,-3.3783,-68.8725,Bleu hotel
410,Samarai,PG,81.63,overcast clouds,-10.6167,150.6667,Nuli Sapi
411,Nyurba,RU,10.26,broken clouds,63.2842,118.3319,Gostinitsa Alrosa
412,Narsaq,GL,24.8,broken clouds,60.9167,-46.05,Hotel Narsaq
413,Mattru,SL,93.02,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
414,Santiago Del Estero,AR,77.5,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
416,Oron,NG,87.55,light rain,4.8256,8.2343,Gold Palm Hotels
417,Dzilam Gonzalez,MX,82.15,clear sky,21.2833,-88.9333,Santa Clara Ka'anab Lodge
418,Saint-Joseph,RE,78.8,clear sky,-21.3667,55.6167,Sud Hôtel
419,Olinda,BR,84.2,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
420,Gus-Zheleznyy,RU,21.34,light snow,55.0581,41.1656,Hotel Dilizhans
421,Lakhdenpokhya,RU,34.0,overcast clouds,61.5198,30.1992,Rauhala Place
422,Bhatkal,IN,80.56,clear sky,13.9667,74.5667,Wild Woods Resort
423,Gat,IL,63.0,clear sky,31.61,34.7642,Dutch Farm Israel
424,Kalaleh,IR,32.0,light snow,37.3807,55.4916,Esteghlal Hotel Minoudasht
425,Haapiti,PF,77.0,light rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
426,Chumphon,TH,69.69,clear sky,10.3333,98.8333,Thai-Myanmar Riverside Resort Ranong
427,Merauke,ID,79.11,overcast clouds,-8.4667,140.3333,Swiss-Belhotel Merauke
429,Nha Trang,VN,78.8,few clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
431,Goba,ET,57.7,few clouds,7.0167,39.9833,Goba Wabe Shebelle Hotel
432,Fallon,US,35.6,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
433,Nenjiang,CN,28.85,few clouds,49.1833,125.2167,Nenjiang Apartment
434,Assiniboia,CA,41.0,clear sky,49.6334,-105.9845,Canalta Hotel Assiniboia
435,Borovskoy,KZ,5.36,clear sky,53.8,64.15,Аренда жилья/Баня
436,San Cristobal,VE,75.2,fog,7.7669,-72.225,Posada Villaven C.A.
437,Leninskoye,KZ,50.0,mist,41.7589,69.3864,шарбұлақ мешіті
439,Helong,CN,34.66,clear sky,42.5397,128.9972,Helong Hotel
440,Awash,ET,89.38,broken clouds,8.9833,40.1667,Kediga hotel
441,La Ronge,CA,26.6,scattered clouds,55.1001,-105.2842,Eagle Point Sales & Service
442,Liverpool,GB,48.2,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
443,Taloqan,AF,60.57,overcast clouds,36.7361,69.5345,Saraisang street
444,Shirokiy,RU,23.29,clear sky,49.758,129.523,Ostrov Viktora
445,Moerai,PF,79.77,overcast clouds,-22.4333,-151.3333,Le Manotel
446,Vila Velha,BR,87.8,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
447,Banjar,ID,75.2,broken clouds,-8.19,114.9675,Lovina Beach Hotel
448,Nanakuli,US,69.8,clear sky,21.3906,-158.1547,Marriott's Ko Olina Beach Club
449,San Angelo,US,69.8,haze,31.4638,-100.43700000000001,"Motel 6 San Angelo, TX"
450,Radhanpur,IN,80.67,clear sky,23.8333,71.6,YASH HOTEL
451,Karasjok,NO,24.8,light snow,69.4719,25.5112,Karasjok camping AS
452,Ha Giang,VN,70.32,few clouds,22.8333,104.9833,Truong Xuan Ecolodge
453,Viedma,AR,85.5,clear sky,-40.8135,-62.9967,Hotel Cristal
454,Amapa,BR,90.72,broken clouds,1.0,-52.0,Albergue da Amazônia
455,Fort Saint James,CA,34.56,overcast clouds,54.4333,-124.25,The View Hotel
456,Inverell,AU,64.99,clear sky,-29.7833,151.1167,Sapphire City Motor Inn
457,Tanete,ID,75.72,few clouds,-3.9443,119.7848,Hotel Denpasar
458,Champaign,US,46.4,clear sky,40.1334,-88.2001,Hilton Garden Inn Champaign/ Urbana
459,Belmonte,BR,87.8,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
460,Mezen,RU,10.13,overcast clouds,65.8522,44.24,Gostevoy Dom P.kamenka Mezenskiy Rayon
461,Verkhnyaya Inta,RU,15.96,overcast clouds,65.9811,60.3094,Apartments in Inta city
462,Champerico,GT,84.2,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
463,Quatre Cocos,MU,80.6,scattered clouds,-20.2078,57.7625,One&Only Le Saint Géran
464,Khanewal,PK,73.4,smoke,30.3,71.9333,Hakeemabad
465,Balmazujvaros,HU,53.6,clear sky,47.6167,21.35,M Hotel
466,Grand Gaube,MU,80.01,broken clouds,-20.0064,57.6608,Trou aux Biches Beachcomber Golf Resort & Spa
467,Slave Lake,CA,33.8,overcast clouds,55.2834,-114.76899999999999,Super 8 by Wyndham Slave Lake AB
469,Nelson,NZ,53.01,clear sky,-41.2833,173.2833,Rutherford Hotel Nelson
470,Cozumel,MX,81.0,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
471,Sisimiut,GL,14.41,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
472,Sobolevo,RU,33.15,overcast clouds,54.4299,31.8996,Tourist baza Logi
473,Caldwell,US,37.99,clear sky,43.6629,-116.6874,Hampton Inn & Suites Boise/Nampa at the Idaho Center
474,Uglegorsk,RU,30.31,clear sky,49.0833,142.0333,Pervyy
475,Baker City,US,35.6,clear sky,44.7749,-117.8344,Bridge Street Inn
476,Beeskow,DE,45.0,overcast clouds,52.1667,14.25,Das Landhaus am See Alte Eichen
477,Hay River,CA,-7.6,overcast clouds,60.8156,-115.7999,Ptarmigan Inn Hotels
478,Tukrah,LY,58.86,broken clouds,32.5341,20.5791,Lokta restaurant
479,Talnakh,RU,-16.82,overcast clouds,69.4865,88.3972,Talnakh Hotel
480,Talcahuano,CL,59.0,overcast clouds,-36.7167,-73.1167,Hotel El Araucano
481,Katangli,RU,28.49,broken clouds,51.7102,143.2326,U Tat'yany
482,Honiara,SB,76.57,overcast clouds,-9.4333,159.95,Heritage Park Hotel
483,Hofn,IS,34.86,light snow,64.2539,-15.2082,Hótel Höfn
484,Uray,RU,15.15,clear sky,60.1247,64.7758,Hotel Pioner
485,Kumo,NG,102.2,scattered clouds,10.0447,11.2122,Ajegunle Lodge(corpers Lodge)
486,Ariquemes,BR,84.79,broken clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
487,Ruangwa,TZ,74.37,overcast clouds,-10.0667,38.9333,Pivava lodge
488,Kant,IN,74.59,clear sky,27.8,79.8,JJK Guest House
490,Ibb,YE,68.74,broken clouds,13.9667,44.1833,Hotel Amenities
491,Kushiro,JP,32.56,overcast clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
492,Carutapera,BR,80.85,overcast clouds,-1.195,-46.02,Lidera
493,Yinchuan,CN,58.03,scattered clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
496,Horsham,GB,48.99,scattered clouds,51.06399999999999,-0.3272,Premier Inn London Gatwick Airport (North Terminal) hotel
497,Casper,US,32.0,fog,42.8666,-106.3131,Ramkota Hotel
498,Vanderhoof,CA,36.68,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
499,Chita,RU,28.4,scattered clouds,52.0333,113.55,Grand City Hotel
500,Valdivia,CL,62.6,broken clouds,-39.8142,-73.2459,Hostal Entre Rios
501,Temirtau,KZ,-16.6,clear sky,50.0544,72.9483,Bota Hotel
502,Lubao,PH,78.8,broken clouds,14.9167,120.55,Sky Hotel Pampanga
503,Paracatu,BR,79.74,scattered clouds,-17.2222,-46.8747,Hotel Paracatu Plaza
504,Hovd,MN,39.61,overcast clouds,48.0056,91.6419,Hotel Khovd
505,Hambantota,LK,80.6,few clouds,6.1241,81.1185,Bungalow 63
506,Trenggalek,ID,75.16,overcast clouds,-8.05,111.7167,OYO 2966 Hotel Atriaz
508,Bubaque,GW,78.57,overcast clouds,11.2833,-15.8333,Dakosta Island Beach Camp
509,Trairi,BR,86.5,light rain,-3.2778,-39.2689,Zorah Beach Hotel
510,Avera,US,75.2,clear sky,33.194,-82.5271,April darren
511,Kirksville,US,50.0,clear sky,40.1948,-92.5833,Budget Host-Village Inn
512,Manokwari,ID,78.69,overcast clouds,-0.8667,134.0833,ASTON Niu Manokwari Hotel and Conference Center
513,Qabaqcol,AZ,33.8,overcast clouds,41.72,46.2647,Gul Bakery Kafe Qubek Hotel
514,Gurupi,BR,84.96,scattered clouds,-11.7292,-49.0686,Via Norte Hotel
515,Geraldton,AU,75.2,clear sky,-28.7667,114.6,Broadwater Mariner Resort
516,Krasnoselkup,RU,-23.78,clear sky,65.7,82.4667,Krasnosel'kupnefteprodukt
517,Athabasca,CA,28.4,light snow,54.7169,-113.2854,Athabasca Lodge Motel
518,Sibu,MY,75.2,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
519,Half Moon Bay,US,51.01,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
520,Beckley,US,46.0,clear sky,37.7782,-81.1882,"Country Inn & Suites by Radisson, Beckley, WV"
521,Lasa,IT,60.8,few clouds,46.6166,10.7002,Paradies Mountain Resort
522,Asopos,GR,58.96,overcast clouds,36.7333,22.8667,Panorama Hotel
523,Teruel,ES,60.8,light rain,40.6667,-0.6667,La Parra
524,Kurumkan,RU,30.16,overcast clouds,54.3,110.3,Ilikchin
525,Namibe,AO,82.4,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
526,Neiafu,TO,68.0,few clouds,-18.65,-173.9833,Mystic Sands
527,Buckeye,US,53.01,broken clouds,33.3703,-112.5838,Days Inn by Wyndham Buckeye
528,Lewistown,US,41.0,clear sky,40.5992,-77.5714,Quality Inn & Suites
529,Yuzhne,UA,41.0,clear sky,46.6221,31.1013,Hotel White House
530,Taltal,CL,70.99,clear sky,-25.4,-70.4833,Residencial Karime
531,Kasongo,CD,78.78,light rain,-4.45,26.6667,Guest Hôtel
532,Santa Cecilia,BR,80.06,scattered clouds,-26.9608,-50.4269,Hotel Italiano
533,Heihe,CN,39.2,clear sky,50.2441,127.4902,Hotel Strannik
534,Mehamn,NO,21.51,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
535,Wanning,CN,70.72,few clouds,18.8003,110.3967,Jianling Hot Spring
536,Chapais,CA,6.8,broken clouds,49.7834,-74.8492,Hôtel Opémiska
537,Grimshaw,CA,28.99,overcast clouds,56.1834,-117.6027,BCMInns - Peace River
538,Jiwani,PK,74.98,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
539,Helmstedt,DE,41.0,overcast clouds,52.2279,11.0099,Best Western Hotel Helmstedt am Lappwald
540,Cap Malheureux,MU,80.01,broken clouds,-19.9842,57.6142,Trou aux Biches Beachcomber Golf Resort & Spa
541,Biryusinsk,RU,12.24,light snow,55.9634,97.8235,Biryusa
542,Uchiza,PE,84.38,few clouds,-8.4592,-76.4633,Hotel San Pedro
543,Yarkovo,RU,20.57,overcast clouds,57.4028,67.0786,Gostinitsa Shans
544,Illapel,CL,78.84,clear sky,-31.6308,-71.1653,Hotel Londres
547,Manaure,CO,83.97,broken clouds,11.7751,-72.4445,Hotel Palaaima
548,Mus,TR,19.33,clear sky,39.0,41.75,Buhara Mezrası
549,Bada,RU,32.83,scattered clouds,51.391999999999996,109.8717,Kafe Gostinitsa
550,Oussouye,SN,100.4,clear sky,12.485,-16.5469,Hôtel Katakalousse
551,Denpasar,ID,75.2,broken clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
552,Cockburn Town,TC,76.17,clear sky,21.4612,-71.1419,Osprey Beach Hotel
553,San Policarpo,PH,78.19,overcast clouds,12.1791,125.5072,Kirum-Kirum Resort and Hotel
554,Dargaville,NZ,55.85,clear sky,-35.9333,173.8833,Parkview Motel
555,Xuanhua,CN,44.11,few clouds,40.6103,115.0447,Jinjiang Inn Zhangjiakou Xuanhua People's Park
556,Uvalde,US,73.0,overcast clouds,29.3669,-99.76700000000001,Holiday Inn Express & Suites Uvalde
557,Darnah,LY,58.69,broken clouds,32.766999999999996,22.6367,فندق الفردوس
558,Marsa Matruh,EG,62.6,broken clouds,31.3525,27.2453,Porto Matrouh Beach Resort
559,Rabo De Peixe,PT,59.0,broken clouds,37.8,-25.5833,Vila Nova Hotel
560,Nogliki,RU,28.38,broken clouds,51.8333,143.1667,"Hotel ""Nogliki"""
561,Shahrud,IR,22.08,few clouds,36.4182,54.9763,Royal Hotel
562,Lida,BY,35.13,overcast clouds,53.8833,25.2997,La Zamka
563,Kroya,ID,78.62,light rain,-7.6331,109.2461,RUSTANTO Fam
564,Yozgat,TR,41.56,broken clouds,39.5833,35.3333,Mehmetogullari Termal Hotel
565,Saryg-Sep,RU,16.93,snow,51.5,95.6,博亚罗夫卡村
566,San Lazaro,BZ,84.99,clear sky,18.0387,-88.6622,Lamanai Landings Hotel & Marina
567,Quebrada Larga,HN,79.81,scattered clouds,14.1,-86.3667,TERRENO YOBANY AGUIRRE IRIAS
568,Vardo,NO,24.8,light snow,70.3705,31.1107,Vardø Hotel AS
569,Bowen,AU,73.4,clear sky,-20.0167,148.2333,Rose Bay Resort
570,Bayir,TR,59.0,clear sky,37.2687,28.2167,Petek Hotel
571,Pasni,PK,73.36,clear sky,25.2631,63.471000000000004,Kashmiri Hotal
572,Havoysund,NO,24.8,overcast clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
573,Bousse,BF,93.2,dust,12.6606,-1.8922,Maison d'hôtes EBEN-EZER DE BOUSSE
574,Ambon,ID,77.0,heavy intensity rain,-3.6954,128.1814,Swiss-Belhotel Ambon
575,Tevaitoa,PF,82.98,clear sky,-16.7833,-151.5,Villa Tonoï
576,Paralimni,CY,60.8,few clouds,35.0375,33.9833,Nissi Beach Resort
577,Ixtapa,MX,71.6,clear sky,20.7,-105.2,Hotel Plaza Providencia
579,Araceli,PH,78.93,moderate rain,10.5529,119.9913,JBryan Traveler's Inn
580,Razole,IN,82.4,clear sky,16.4833,81.8333,OYO 44101 Surya Grand
581,Novo Aripuana,BR,83.95,scattered clouds,-5.1206,-60.3797,Hotel Ezequiel
582,Villazon,BO,56.5,broken clouds,-22.0866,-65.5942,La Candelaria
583,Khandyga,RU,-2.65,broken clouds,62.6667,135.6,Apel'sin
584,Rawson,AR,73.29,clear sky,-43.3002,-65.1023,Hotel Touring Club
585,Preobrazheniye,RU,34.65,overcast clouds,42.9019,133.9064,Campsite Orlan
586,Maldonado,UY,72.0,few clouds,-34.6667,-54.9167,Nuestro Paraíso
587,Qui Nhon,VN,74.1,clear sky,13.7667,109.2333,Hoang Yen Canary Hotel
588,Kizukuri,JP,42.01,light rain,40.8061,140.3861,Ajigasawa Onsen Suigun no Yado
589,Harper,LR,84.51,light rain,4.375,-7.7169,Screensaver
590,Shetpe,KZ,26.82,broken clouds,44.1667,52.1167,Rtsm Shetpe Analog
591,Shangzhi,CN,25.02,clear sky,45.2167,127.9667,Ocean Zhixing Business Clubhouse
592,Constitucion,CL,66.92,clear sky,-35.3333,-72.4167,Hotel Playa El Cable
593,Port Hedland,AU,82.4,scattered clouds,-20.3167,118.5667,The Esplanade Hotel
594,Sorong,ID,79.95,overcast clouds,-0.8833,131.25,The Waigo Hotel
595,Duartina,BR,87.8,few clouds,-22.4144,-49.4039,sitio sao francisco
597,Husavik,IS,26.6,light snow,66.0449,-17.3389,Bjarnabúð
598,Lagoa,PT,59.61,overcast clouds,39.05,-27.9833,Casa da Beira Mar
600,Umea,SE,30.2,overcast clouds,63.8284,20.2597,Hotel Avenue | ProfilHotels
601,Manjakandriana,MG,68.0,clear sky,-18.9167,47.8,LE CHATEAU DU LAC DE MANTASOA
602,Berbera,SO,79.25,scattered clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
603,Ducheng,CN,72.81,clear sky,23.2373,111.5317,Guibin Hotel
604,Santa Pola,ES,64.4,clear sky,38.1917,-0.5658,Hotel Huerto del Cura
605,Davidson,US,53.6,overcast clouds,36.1501,-86.7833,Best Western Plus Music Row
607,Limbang,MY,77.0,broken clouds,4.75,115.0,The Brunei Hotel
608,Maragogi,BR,84.06,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
609,Igarka,RU,-24.84,scattered clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
610,Malanje,AO,74.7,light rain,-9.5402,16.340999999999998,Malanje Hotel
611,Pleszew,PL,50.0,light rain,51.8964,17.7855,Karczma Stara Stajnia
612,Omboue,GA,83.08,overcast clouds,-1.5746,9.2618,Hotel Olako
613,Letka,RU,17.13,overcast clouds,59.6011,49.4232,"Gostinitsa Letka, Shinomontazh"
614,Noumea,NC,71.6,few clouds,-22.2763,166.4572,Hôtel Le Lagon
615,Necochea,AR,84.0,clear sky,-38.5473,-58.7368,Hotel Tres Arroyos
616,Diffa,NE,104.65,overcast clouds,13.3154,12.6113,ProDAF/Diffa
617,Puerto Penasco,MX,55.0,few clouds,31.3167,-113.5333,Playa Bonita Resort
618,Ust-Kut,RU,16.74,light snow,56.7938,105.7672,Otel Flagman
619,Caibarien,CU,80.6,broken clouds,22.5206,-79.4669,Hostal Yunai
620,Arrecife,ES,68.0,scattered clouds,28.963,-13.5477,Hotel Lancelot
621,Sena Madureira,BR,92.77,scattered clouds,-9.0656,-68.6569,Hotel Central
622,Oleksandrivka,UA,36.16,overcast clouds,48.9634,32.2349,Dykyi Khutir
623,Waynesville,US,60.01,overcast clouds,35.4887,-82.9887,Best Western Smoky Mountain Inn
624,Yeppoon,AU,75.2,clear sky,-23.1333,150.7333,Villa Mar Colina
625,Brae,GB,42.8,broken clouds,60.3964,-1.3530000000000002,Busta House Hotel
626,Lulea,SE,24.8,overcast clouds,65.5842,22.1547,Comfort Hotel Arctic
627,Nemuro,JP,33.55,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
628,Danville,US,62.6,few clouds,36.586,-79.395,Holiday Inn Express Danville
629,Garachine,PA,82.94,broken clouds,8.0647,-78.3628,"Sambu Hotel, Bus Station"
630,Saint-Francois,FR,46.99,light rain,46.4154,3.9054,Hostellerie Des Trois Pigeons
631,Marbella,ES,64.4,few clouds,36.5154,-4.8858,Hotel Fuerte Marbella
632,Ilinskiy,RU,28.0,light snow,55.619,38.1182,Silky Way
633,Gizo,SB,81.88,overcast clouds,-8.103,156.8419,Imagination Island
634,Pergamino,AR,90.0,clear sky,-33.89,-60.5736,Hotel Fachinat
635,Oswego,US,30.99,clear sky,43.4501,-76.1497,Port Lodge Motel Pulaski
637,Palmer,US,42.01,few clouds,42.1584,-72.3287,Wilbraham Inn
638,Nekhayevskiy,RU,27.0,overcast clouds,50.4106,41.7561,Gostevoy Dom St. Nekhayevskaya Zhil'yo Posutochno
639,Sarakhs,IR,24.8,overcast clouds,36.5449,61.1577,مهمان سرای شرکت گاز
640,Kupang,ID,78.48,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
641,Erenhot,CN,42.49,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
642,Malatya,TR,48.2,clear sky,38.5,38.0,Akcadag Ogretmen Evi
643,Anori,BR,88.97,overcast clouds,-3.7728,-61.6442,Novo Hotel 05 Irmaos
644,Neuquen,AR,78.8,clear sky,-38.9516,-68.0591,Hotel del Comahue
645,Ucluelet,CA,46.99,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
646,Flinders,AU,70.0,light rain,-34.5833,150.8552,The Sebel Kiama Harbourside
648,Shamgarh,IN,78.58,clear sky,24.1833,75.6333,Hotel Shree Onkar Palace
649,Plakhtiyivka,UA,41.72,overcast clouds,46.1006,29.7217,Tov Transportnyk 1718
650,Bathsheba,BB,82.4,scattered clouds,13.2167,-59.5167,Hilton Barbados Resort
651,Wlodawa,PL,45.0,overcast clouds,51.55,23.55,Hotel SANVIT Lake Resort & Spa.
652,Nizhniy Odes,RU,16.38,broken clouds,63.6445,54.856,Gostinitsa Uyut
653,Poum,NC,79.27,overcast clouds,-20.2333,164.0167,Gite de Pagop
654,Nuuk,GL,15.8,few clouds,64.1835,-51.7216,Vandrehuset
655,Grodzisk Wielkopolski,PL,50.0,overcast clouds,52.2276,16.3653,Hotel Remes • Sport & Spa
656,San Pedro,PH,79.0,broken clouds,14.35,121.0167,Acacia Hotel Manila
657,Yashkul,RU,27.73,overcast clouds,46.1711,45.3435,Kp - 3
658,Marystown,CA,37.62,few clouds,47.1666,-55.1483,Wheelhouse Inn
659,Mahenge,TZ,66.79,broken clouds,-8.6833,36.7167,Mkondosii Guest House
660,Elko,US,28.0,clear sky,41.0002,-115.5012,Elko RV Park @ Ryndon
661,Comodoro Rivadavia,AR,68.0,clear sky,-45.8667,-67.5,Hotel del Mar
662,Rumphi,MW,67.95,light rain,-11.0186,33.8575,Finst Rumphi Earthbag House Lodge
663,Surt,LY,61.3,overcast clouds,31.2089,16.5887,الهادي ابوشعاله سرت
664,Pak Chong,TH,84.99,broken clouds,14.708,101.4161,Lilawalai Resort
665,Boddam,GB,46.4,overcast clouds,57.4667,-1.7833,Palace Hotel
666,Zhangjiakou,CN,42.58,scattered clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
667,Shache,CN,52.38,overcast clouds,38.4167,77.2406,Delong Hotel
668,San Jose Iturbide,MX,66.99,clear sky,21.0,-100.3833,Los Arcos
669,Nargana,PA,81.59,overcast clouds,9.4428,-78.5906,Digir Dubbu
670,Bundaberg,AU,75.99,scattered clouds,-24.85,152.35,Takalvan Motel
672,Lerwick,GB,42.8,broken clouds,60.1545,-1.1494,The Lerwick Hotel
